City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Delhi,2020-12-15,220.6,287.9,91.3,132.2,49.7,24.6,0.57,34.0,15.0,377.4,Very Poor
Mumbai,2020-12-15,161.7,259.2,14.9,74.5,207.2,39.6,1.4,0.4,150.8,332.2,Very Poor
Chennai,2020-12-15,477.7,21.9,61.3,39.8,230.3,38.9,3.81,0.0,47.6,122.4,Moderate
Kolkata,2020-12-15,99.8,48.6,69.1,138.2,184.5,34.9,3.12,54.8,169.4,231.0,Poor
Bangalore,2020-12-15,24.4,59.5,171.2,115.7,51.0,41.6,6.02,46.8,57.3,150.1,Moderate
Delhi,2020-12-16,56.7,196.9,174.2,41.1,13.3,12.7,1.98,83.5,8.9,164.7,Moderate
Mumbai,2020-12-16,14.1,308.6,90.6,75.9,16.3,3.0,3.08,99.8,118.7,258.6,Poor
Chennai,2020-12-16,167.7,12.1,95.6,18.2,80.2,20.4,1.26,46.1,172.0,336.8,Very Poor
Kolkata,2020-12-16,224.7,37.4,14.3,68.2,248.1,42.1,6.53,7.3,46.0,380.6,Very Poor
Bangalore,2020-12-16,314.4,485.1,151.3,121.9,201.7,40.7,3.69,85.8,158.0,478.6,Severe
Delhi,2020-12-17,84.2,35.3,28.2,98.2,214.8,31.2,4.67,25.0,70.6,180.2,Moderate
Mumbai,2020-12-17,410.5,81.4,25.1,71.1,82.7,45.8,4.2,77.5,167.6,199.4,Moderate
Chennai,2020-12-17,11.1,78.9,173.2,28.0,159.2,11.1,2.5,96.3,194.8,266.5,Poor
Kolkata,2020-12-17,217.1,444.2,92.6,100.2,172.8,31.2,5.63,60.6,22.4,419.9,Severe
Bangalore,2020-12-17,372.0,273.7,193.3,125.9,74.3,29.1,6.13,11.4,89.7,223.7,Poor
Delhi,2020-12-18,462.3,54.0,63.5,57.6,23.8,16.2,0.94,90.1,19.9,104.0,Moderate
Mumbai,2020-12-18,85.8,319.2,10.9,46.1,46.0,42.4,6.35,46.7,81.4,269.2,Poor
Chennai,2020-12-18,448.7,281.7,155.2,40.7,65.5,11.1,5.65,23.2,134.9,231.7,Poor
Kolkata,2020-12-18,63.9,525.0,161.5,110.8,239.0,14.5,9.17,41.4,113.0,189.6,Moderate
Bangalore,2020-12-18,196.0,232.9,101.8,104.3,227.8,17.0,4.12,87.6,100.2,358.6,Very Poor
Delhi,2020-12-19,47.4,104.5,193.9,137.3,192.5,39.3,9.16,48.3,168.6,189.5,Moderate
Mumbai,2020-12-19,328.6,137.0,66.2,110.8,59.8,6.2,0.37,58.2,51.4,478.6,Severe
Chennai,2020-12-19,494.5,588.9,105.8,26.0,132.1,6.4,4.74,58.1,22.8,134.1,Moderate
Kolkata,2020-12-19,314.6,302.9,112.5,41.7,36.7,12.5,1.38,41.7,173.0,464.6,Severe
Bangalore,2020-12-19,365.9,412.4,81.2,141.3,241.8,12.9,5.03,99.5,83.9,377.9,Very Poor
Delhi,2020-12-20,74.6,468.3,0.1,21.0,204.6,3.0,6.37,29.1,114.9,454.5,Severe
Mumbai,2020-12-20,79.2,523.1,162.8,139.9,22.2,34.1,2.55,56.2,104.0,163.1,Moderate
Chennai,2020-12-20,198.1,182.7,94.0,36.6,210.3,24.7,7.86,55.9,103.2,360.2,Very Poor
Kolkata,2020-12-20,70.5,548.8,49.6,52.7,20.5,4.2,3.84,83.0,67.4,133.4,Moderate
Bangalore,2020-12-20,214.7,178.7,58.1,24.7,90.8,11.7,8.39,65.1,104.1,372.9,Very Poor
Delhi,2020-12-21,339.1,258.7,198.3,70.4,190.9,35.6,3.94,94.7,5.5,489.1,Severe
Mumbai,2020-12-21,1.0,44.7,23.8,107.5,229.6,13.2,6.6,90.0,152.8,177.5,Moderate
Chennai,2020-12-21,101.6,379.1,47.0,37.1,146.8,49.5,6.16,74.8,78.4,336.2,Very Poor
Kolkata,2020-12-21,148.1,390.9,23.8,132.4,119.7,43.5,9.86,81.6,193.2,351.0,Very Poor
Bangalore,2020-12-21,440.1,137.4,135.6,112.3,16.6,18.7,2.17,17.0,88.3,132.3,Moderate
Delhi,2020-12-22,378.5,573.1,136.0,75.7,232.4,25.3,1.06,71.6,142.6,162.5,Moderate
Mumbai,2020-12-22,277.7,102.8,51.0,53.3,47.0,25.5,0.74,92.0,133.0,427.7,Severe
Chennai,2020-12-22,375.0,507.1,133.4,128.8,200.6,21.0,9.76,65.0,177.0,221.3,Poor
Kolkata,2020-12-22,496.1,207.9,192.9,53.7,163.8,7.0,6.73,31.9,109.5,172.0,Moderate
Bangalore,2020-12-22,423.8,295.6,77.3,43.4,53.4,44.3,9.39,89.8,108.3,245.6,Poor
Delhi,2020-12-23,285.9,35.8,147.7,12.0,71.4,25.6,0.07,98.5,183.2,435.9,Severe
Mumbai,2020-12-23,345.2,175.1,56.7,93.4,71.4,39.9,2.8,43.7,163.2,495.2,Severe
Chennai,2020-12-23,255.3,591.3,187.3,5.6,96.5,14.9,1.13,44.8,17.5,405.3,Severe
Kolkata,2020-12-23,279.4,515.1,92.2,21.2,133.0,27.0,5.86,2.2,79.6,429.4,Severe
Bangalore,2020-12-23,492.0,465.6,173.5,3.8,120.5,9.4,0.48,13.1,0.8,450.6,Severe
Delhi,2020-12-24,233.0,578.3,131.9,106.7,158.0,28.4,2.46,9.4,102.6,387.0,Very Poor
Mumbai,2020-12-24,99.2,216.9,91.9,143.7,13.9,40.0,7.54,76.2,75.5,229.0,Poor
Chennai,2020-12-24,255.7,289.5,18.5,99.7,135.9,25.6,8.52,78.2,57.2,405.7,Severe
Kolkata,2020-12-24,126.6,177.9,149.6,130.0,168.7,48.9,2.92,65.2,196.9,305.3,Very Poor
Bangalore,2020-12-24,224.0,548.2,101.1,122.9,41.7,12.9,4.26,86.4,187.1,380.0,Very Poor
Delhi,2020-12-25,27.1,293.9,109.0,98.4,81.8,27.2,7.56,22.1,47.7,243.9,Poor
Mumbai,2020-12-25,210.3,322.3,179.3,62.9,177.4,9.0,0.98,43.9,113.4,369.5,Very Poor
Chennai,2020-12-25,167.4,442.2,143.7,51.1,46.9,22.8,1.11,23.7,82.0,417.1,Severe
Kolkata,2020-12-25,328.3,72.6,161.4,116.1,149.8,27.6,6.58,72.3,47.6,478.3,Severe
Bangalore,2020-12-25,144.0,308.1,18.5,49.4,241.2,44.1,0.76,7.6,163.4,318.7,Very Poor
Delhi,2020-12-26,199.9,220.2,164.4,83.2,168.1,15.8,8.34,99.6,116.8,361.6,Very Poor
Mumbai,2020-12-26,236.4,196.4,164.8,118.4,52.7,5.3,8.78,8.3,113.9,389.6,Very Poor
Chennai,2020-12-26,429.1,113.3,126.3,3.4,167.9,48.1,3.94,20.1,128.5,141.6,Moderate
Kolkata,2020-12-26,408.5,288.2,98.6,85.8,233.6,33.5,7.33,3.6,63.2,238.2,Poor
Bangalore,2020-12-26,188.4,69.1,129.6,3.0,246.8,44.1,4.09,93.0,95.4,352.7,Very Poor
Delhi,2020-12-27,16.1,494.4,164.4,3.7,216.2,37.0,6.04,86.0,79.5,492.0,Severe
Mumbai,2020-12-27,451.7,415.2,131.7,118.5,4.8,15.7,5.8,30.9,81.5,381.5,Very Poor
Chennai,2020-12-27,203.4,12.0,122.8,124.3,36.2,39.1,2.5,31.2,141.4,364.2,Very Poor
Kolkata,2020-12-27,172.4,333.1,82.9,112.6,165.1,47.1,6.56,85.3,97.0,340.4,Very Poor
Bangalore,2020-12-27,180.7,462.2,67.0,30.2,80.8,47.5,8.72,0.5,90.2,445.8,Severe
Delhi,2020-12-28,418.0,448.4,48.8,128.2,98.4,19.9,3.38,73.3,76.9,426.0,Severe
Mumbai,2020-12-28,60.9,29.2,39.6,24.2,27.3,19.1,7.43,39.4,162.4,191.7,Moderate
Chennai,2020-12-28,219.0,19.6,154.9,14.4,47.0,5.4,5.23,77.3,58.6,376.2,Very Poor
Kolkata,2020-12-28,162.4,105.8,132.5,40.5,21.7,43.8,7.66,57.0,26.7,332.8,Very Poor
Bangalore,2020-12-28,207.0,354.6,110.9,34.1,46.6,21.0,1.4,45.2,21.1,367.0,Very Poor
Delhi,2020-12-29,243.1,338.2,49.6,7.2,118.3,38.1,1.85,60.3,6.5,394.7,Very Poor
Mumbai,2020-12-29,491.3,61.0,37.3,92.4,64.0,2.5,4.48,79.4,4.0,130.8,Moderate
Chennai,2020-12-29,94.4,325.8,71.3,77.4,66.2,36.3,7.18,35.3,156.8,275.8,Poor
Kolkata,2020-12-29,83.3,582.4,90.8,138.4,211.0,38.6,1.76,4.6,194.6,266.0,Poor
Bangalore,2020-12-29,212.3,308.0,166.7,104.3,134.5,25.6,1.66,7.8,53.6,371.1,Very Poor
Delhi,2020-12-30,107.2,595.4,97.0,4.9,241.1,39.3,3.83,49.3,84.9,256.3,Poor
Mumbai,2020-12-30,373.7,30.3,135.3,95.9,248.9,20.4,8.39,58.7,151.7,179.8,Moderate
Chennai,2020-12-30,201.2,414.2,40.1,120.9,133.6,11.2,9.92,77.1,98.8,380.2,Very Poor
Kolkata,2020-12-30,40.2,365.3,96.8,140.1,235.8,26.1,4.8,48.7,174.7,318.9,Very Poor
Bangalore,2020-12-30,57.1,553.0,92.6,11.6,67.8,38.0,5.8,33.2,177.4,222.3,Poor
Delhi,2020-12-31,393.6,200.5,161.9,113.3,215.1,2.4,3.44,1.5,11.0,167.1,Moderate
Mumbai,2020-12-31,85.9,163.3,94.4,57.3,61.6,7.9,8.77,2.5,90.5,186.0,Moderate
Chennai,2020-12-31,251.7,63.8,170.7,72.5,192.8,22.8,2.99,75.0,13.1,401.7,Severe
Kolkata,2020-12-31,495.5,402.5,110.3,67.1,102.7,29.6,8.7,14.9,19.5,365.5,Very Poor
Bangalore,2020-12-31,75.0,162.8,96.0,111.2,146.6,16.3,3.67,62.6,55.3,148.8,Moderate
Delhi,2021-01-01,200.0,289.0,58.8,127.0,202.7,16.6,6.58,31.4,107.0,361.6,Very Poor
Mumbai,2021-01-01,51.3,68.3,23.0,53.4,93.7,4.3,2.6,13.5,25.4,107.3,Moderate
Chennai,2021-01-01,331.3,255.4,116.4,109.7,49.4,7.5,4.78,26.7,175.9,481.3,Severe
Kolkata,2021-01-01,370.7,342.4,199.9,69.0,206.8,11.9,0.62,55.8,186.7,292.4,Poor
Bangalore,2021-01-01,348.0,245.8,93.8,141.3,178.9,49.6,8.44,2.8,73.0,498.0,Severe
Delhi,2021-01-02,383.7,576.1,106.1,125.4,187.1,15.1,7.97,66.3,119.5,174.6,Moderate
Mumbai,2021-01-02,234.4,577.0,21.5,20.3,246.8,35.8,5.9,26.8,160.4,388.0,Very Poor
Chennai,2021-01-02,267.9,289.1,56.4,109.3,52.9,14.7,1.29,52.3,163.7,417.9,Severe
Kolkata,2021-01-02,348.7,498.2,94.0,112.9,224.8,45.5,6.06,95.4,174.9,498.7,Severe
Bangalore,2021-01-02,346.2,548.9,198.7,125.9,202.1,39.3,8.62,72.8,73.7,496.2,Severe
Delhi,2021-01-03,187.2,109.9,187.0,137.5,180.9,47.0,2.47,40.8,37.9,351.8,Very Poor
Mumbai,2021-01-03,440.6,207.6,184.4,62.2,44.5,7.2,1.42,77.7,32.3,171.8,Moderate
Chennai,2021-01-03,331.9,487.1,11.9,56.5,188.5,25.2,7.17,85.7,24.6,481.9,Severe
Kolkata,2021-01-03,17.0,181.0,121.0,56.2,33.1,28.4,6.72,49.5,57.7,158.9,Moderate
Bangalore,2021-01-03,30.0,414.8,48.0,36.3,190.5,7.6,7.23,83.0,123.1,381.0,Very Poor
Delhi,2021-01-04,180.0,479.7,37.8,105.9,219.7,9.6,8.2,94.5,14.9,470.9,Severe
Mumbai,2021-01-04,104.4,562.6,129.6,62.8,142.6,21.2,3.59,41.6,4.4,246.7,Poor
Chennai,2021-01-04,188.0,382.4,136.4,32.1,144.0,23.1,8.34,15.6,189.7,352.4,Very Poor
Kolkata,2021-01-04,242.0,375.5,90.5,103.8,166.2,38.6,4.66,97.9,25.7,393.9,Very Poor
Bangalore,2021-01-04,424.1,222.4,101.9,100.8,209.0,9.1,4.32,11.6,29.5,181.7,Moderate
Delhi,2021-01-05,79.8,346.1,123.3,27.5,233.3,38.5,0.23,80.6,18.4,296.1,Poor
Mumbai,2021-01-05,168.1,41.8,142.9,69.5,226.6,43.8,8.52,40.6,20.7,337.1,Very Poor
Chennai,2021-01-05,36.3,536.0,29.1,81.2,164.9,0.1,3.23,66.1,98.1,115.2,Moderate
Kolkata,2021-01-05,475.1,573.1,141.4,9.3,20.0,35.4,6.27,95.3,95.7,153.3,Moderate
Bangalore,2021-01-05,399.7,182.5,123.0,106.5,55.7,22.2,1.14,3.5,99.6,155.2,Moderate
Delhi,2021-01-06,357.8,131.3,129.4,15.4,168.4,42.9,9.25,68.8,148.6,190.6,Moderate
Mumbai,2021-01-06,76.0,85.9,121.4,43.8,148.8,27.9,2.17,49.9,128.0,152.2,Moderate
Chennai,2021-01-06,499.9,574.0,80.6,59.0,120.9,30.8,1.92,80.4,166.4,197.6,Moderate
Kolkata,2021-01-06,327.3,310.1,49.5,45.1,26.4,30.2,7.99,99.6,32.5,477.3,Severe
Bangalore,2021-01-06,17.4,572.2,57.4,72.4,236.1,3.8,2.83,88.2,134.6,150.6,Moderate
Delhi,2021-01-07,146.0,192.3,100.3,66.1,162.9,46.0,6.72,65.8,11.5,320.2,Very Poor
Mumbai,2021-01-07,282.3,226.8,4.8,82.0,41.0,13.6,5.93,72.3,173.1,432.3,Severe
Chennai,2021-01-07,72.6,488.3,25.8,88.4,39.7,27.3,8.27,98.9,27.5,483.2,Severe
Kolkata,2021-01-07,457.9,301.6,69.2,136.9,46.3,42.9,3.2,71.7,52.1,251.6,Poor
Bangalore,2021-01-07,259.1,482.4,182.3,67.1,55.5,41.8,9.7,35.4,143.9,474.7,Severe
Delhi,2021-01-08,316.1,364.5,193.6,29.8,99.3,38.1,0.94,0.5,149.1,466.1,Severe
Mumbai,2021-01-08,68.8,2.6,140.5,135.2,12.7,38.5,4.15,4.1,55.1,155.2,Moderate
Chennai,2021-01-08,104.4,282.4,20.9,42.4,180.2,35.7,6.85,36.2,97.0,246.7,Poor
Kolkata,2021-01-08,194.0,320.4,192.4,104.4,234.6,4.7,7.03,0.4,43.2,357.0,Very Poor
Bangalore,2021-01-08,434.8,57.2,103.4,106.9,53.6,34.2,9.83,1.9,177.5,222.6,Poor
Delhi,2021-01-09,457.2,44.2,78.6,141.5,55.0,36.0,5.81,21.1,26.1,161.5,Moderate
Mumbai,2021-01-09,254.9,466.9,73.3,112.5,88.5,6.5,1.49,45.0,128.8,452.5,Severe
Chennai,2021-01-09,297.9,431.1,105.1,34.2,18.8,3.8,3.2,43.7,195.3,447.9,Severe
Kolkata,2021-01-09,7.8,146.6,175.2,91.2,193.9,33.5,4.87,26.3,44.9,135.7,Moderate
Bangalore,2021-01-09,22.6,140.8,97.7,75.3,124.6,30.0,8.61,22.7,26.1,182.6,Moderate
Delhi,2021-01-10,354.1,323.3,63.5,20.2,211.0,49.9,4.88,30.0,76.0,273.3,Poor
Mumbai,2021-01-10,34.1,549.6,46.3,61.2,47.9,39.5,6.97,51.3,176.4,219.8,Poor
Chennai,2021-01-10,146.5,385.7,103.9,82.8,178.7,28.1,4.75,55.6,157.1,344.5,Very Poor
Kolkata,2021-01-10,143.2,321.5,179.7,2.2,20.4,45.1,5.89,32.8,45.9,318.0,Very Poor
Bangalore,2021-01-10,498.5,199.5,120.0,89.7,79.6,24.5,3.88,46.0,195.7,268.8,Poor
Delhi,2021-01-11,412.7,404.6,50.2,103.2,94.1,21.7,0.62,71.1,170.0,368.2,Very Poor
Mumbai,2021-01-11,150.9,450.9,165.0,58.3,112.2,4.3,7.1,55.7,135.9,429.6,Severe
Chennai,2021-01-11,228.0,269.0,153.1,92.0,12.9,30.0,7.42,94.6,187.7,383.1,Very Poor
Kolkata,2021-01-11,213.8,563.9,82.1,52.8,39.8,26.2,9.98,2.5,73.2,372.2,Very Poor
Bangalore,2021-01-11,297.8,109.8,197.1,8.2,221.8,41.3,0.84,16.1,160.9,447.8,Severe
Delhi,2021-01-12,147.3,217.6,69.4,14.8,94.5,27.2,0.77,38.3,7.1,321.2,Very Poor
Mumbai,2021-01-12,203.1,421.2,133.2,62.1,35.1,22.5,7.73,79.1,36.3,389.0,Very Poor
Chennai,2021-01-12,430.2,225.4,15.8,60.5,204.7,14.5,7.79,81.7,49.8,183.7,Moderate
Kolkata,2021-01-12,207.8,49.5,68.2,37.8,56.7,11.7,4.1,21.3,156.0,367.6,Very Poor
Bangalore,2021-01-12,68.5,541.9,85.3,120.7,9.0,15.8,6.53,42.7,161.4,190.2,Moderate
Delhi,2021-01-13,371.2,413.9,192.2,62.8,42.3,11.4,0.88,66.6,34.5,379.8,Very Poor
Mumbai,2021-01-13,125.9,352.8,198.4,105.1,214.1,23.2,5.24,97.9,34.9,304.8,Very Poor
Chennai,2021-01-13,381.0,171.7,152.4,149.6,34.6,4.9,8.94,83.0,170.8,205.6,Poor
Kolkata,2021-01-13,197.5,300.3,68.0,56.1,60.4,40.1,6.0,22.2,64.1,359.7,Very Poor
Bangalore,2021-01-13,396.3,434.3,72.3,102.5,71.4,31.1,5.28,48.4,96.6,405.7,Severe
Delhi,2021-01-14,476.9,337.9,135.0,22.8,218.1,24.1,7.21,63.7,96.5,287.9,Poor
Mumbai,2021-01-14,114.9,542.5,115.6,95.5,12.2,38.4,2.78,88.0,46.0,282.6,Poor
Chennai,2021-01-14,246.4,394.2,77.0,139.0,59.4,21.5,7.4,5.3,17.4,397.2,Very Poor
Kolkata,2021-01-14,144.3,43.8,75.5,9.1,62.2,31.3,6.07,69.2,119.3,318.9,Very Poor
Bangalore,2021-01-14,141.1,47.6,49.7,14.5,65.3,14.0,6.61,82.3,97.2,316.4,Very Poor
Delhi,2021-01-15,228.1,79.2,136.9,43.8,200.7,31.1,7.14,93.9,83.1,383.2,Very Poor
Mumbai,2021-01-15,150.1,583.6,199.9,35.0,42.3,7.8,8.15,79.5,45.1,323.3,Very Poor
Chennai,2021-01-15,4.4,449.4,141.4,123.7,126.8,5.8,3.7,7.1,26.4,427.4,Severe
Kolkata,2021-01-15,188.1,548.4,168.1,72.6,87.7,27.8,9.75,74.5,94.6,352.5,Very Poor
Bangalore,2021-01-15,472.7,155.1,174.4,141.8,95.3,35.0,0.75,49.7,10.0,161.8,Moderate
Delhi,2021-01-16,340.6,108.0,154.4,103.2,27.7,34.6,6.54,82.7,183.9,490.6,Severe
Mumbai,2021-01-16,152.2,50.3,2.3,24.4,58.7,1.7,7.42,85.1,136.4,324.9,Very Poor
Chennai,2021-01-16,161.1,13.0,100.6,77.9,192.5,48.9,1.15,23.7,138.6,331.8,Very Poor
Kolkata,2021-01-16,108.8,30.5,190.6,88.6,86.7,41.7,4.04,58.1,137.4,261.8,Poor
Bangalore,2021-01-16,0.6,565.0,36.4,139.6,81.5,26.0,5.31,14.7,71.3,159.6,Moderate
Delhi,2021-01-17,178.6,12.5,71.6,134.5,122.2,3.9,8.36,51.9,110.7,345.2,Very Poor
Mumbai,2021-01-17,69.5,3.7,46.6,143.9,92.9,44.7,1.38,1.1,0.2,163.9,Moderate
Chennai,2021-01-17,240.1,329.5,75.4,138.8,126.2,21.8,1.25,72.2,107.7,392.4,Very Poor
Kolkata,2021-01-17,103.8,339.6,50.4,6.2,98.9,12.0,4.82,60.7,86.4,289.6,Poor
Bangalore,2021-01-17,268.1,54.3,24.5,145.8,215.7,13.1,0.98,77.2,98.2,418.1,Severe
Delhi,2021-01-18,335.2,258.8,128.9,124.8,173.0,21.2,6.09,23.3,129.1,485.2,Severe
Mumbai,2021-01-18,411.7,440.8,67.9,37.3,76.0,49.6,7.13,55.4,92.4,415.1,Severe
Chennai,2021-01-18,415.4,440.0,13.8,92.5,188.9,16.6,0.58,37.9,151.6,413.9,Severe
Kolkata,2021-01-18,269.9,453.0,97.6,94.7,208.0,46.7,5.23,38.8,16.7,432.6,Severe
Bangalore,2021-01-18,479.6,482.6,138.0,85.8,94.2,45.7,8.55,2.1,133.8,475.0,Severe
Delhi,2021-01-19,363.5,244.6,44.9,14.8,154.7,27.5,4.14,98.4,166.2,197.3,Moderate
Mumbai,2021-01-19,444.0,1.1,100.7,31.8,153.4,6.4,7.43,77.6,161.6,190.5,Moderate
Chennai,2021-01-19,426.0,225.1,25.3,65.0,68.2,0.3,8.98,55.2,60.7,187.2,Moderate
Kolkata,2021-01-19,111.6,221.1,193.5,47.9,203.4,34.3,2.03,92.9,185.4,271.3,Poor
Bangalore,2021-01-19,355.1,317.4,117.0,57.4,126.1,28.0,7.67,46.5,84.1,267.4,Poor
Delhi,2021-01-20,3.3,507.2,184.7,67.1,16.0,35.2,5.16,28.7,178.2,224.4,Poor
Mumbai,2021-01-20,413.0,572.3,199.1,74.1,139.0,15.8,0.02,8.7,157.5,184.5,Moderate
Chennai,2021-01-20,323.3,266.0,187.8,85.2,43.2,18.3,5.77,79.7,197.4,473.3,Severe
Kolkata,2021-01-20,427.3,363.9,196.5,71.6,21.7,0.3,2.49,72.5,199.5,317.2,Very Poor
Bangalore,2021-01-20,344.2,385.4,66.8,136.0,150.7,27.9,1.17,99.9,131.8,494.2,Severe
Delhi,2021-01-21,392.9,580.8,96.0,137.5,110.9,36.4,0.46,2.4,159.5,187.4,Moderate
Mumbai,2021-01-21,388.7,493.1,129.1,110.1,21.2,49.4,1.89,9.2,120.3,490.1,Severe
Chennai,2021-01-21,499.0,209.5,41.5,48.8,80.7,1.7,4.01,4.5,112.9,173.1,Moderate
Kolkata,2021-01-21,36.1,4.7,134.2,27.9,102.9,23.4,0.83,51.2,35.2,63.8,Satisfactory
Bangalore,2021-01-21,140.5,164.4,10.6,65.1,245.2,3.4,8.12,48.8,110.8,316.0,Very Poor
Delhi,2021-01-22,280.4,202.0,103.0,7.6,72.3,16.8,3.01,44.2,127.3,430.4,Severe
Mumbai,2021-01-22,400.2,409.5,156.0,97.1,179.3,21.4,9.25,89.9,46.0,374.3,Very Poor
Chennai,2021-01-22,471.4,191.1,191.2,86.2,36.8,31.0,0.7,18.6,123.6,160.9,Moderate
Kolkata,2021-01-22,472.0,62.1,64.7,48.1,84.9,3.4,0.25,81.3,126.7,139.0,Moderate
Bangalore,2021-01-22,412.6,418.1,115.3,143.9,152.9,4.2,2.74,61.7,51.8,385.1,Very Poor
Delhi,2021-01-23,408.6,554.9,30.1,139.1,235.6,3.6,6.66,55.2,38.9,159.1,Moderate
Mumbai,2021-01-23,248.4,31.8,59.8,87.8,203.1,47.4,4.76,81.0,75.4,398.8,Very Poor
Chennai,2021-01-23,56.8,551.4,3.8,112.9,167.5,25.4,7.94,91.0,13.9,174.2,Moderate
Kolkata,2021-01-23,170.4,226.4,114.0,37.0,194.7,37.1,5.48,47.3,181.2,338.9,Very Poor
Bangalore,2021-01-23,41.2,266.8,1.5,131.2,90.2,26.4,6.39,83.6,69.4,216.8,Poor
Delhi,2021-01-24,493.2,434.0,86.6,74.7,16.2,22.7,3.22,46.9,27.9,405.3,Severe
Mumbai,2021-01-24,319.3,484.0,74.8,44.9,72.5,22.3,8.62,6.8,183.2,477.0,Severe
Chennai,2021-01-24,413.0,407.0,21.2,87.7,193.7,8.8,6.83,30.0,85.2,371.2,Very Poor
Kolkata,2021-01-24,30.6,147.7,181.1,43.9,102.5,19.3,6.25,26.3,178.2,224.4,Poor
Bangalore,2021-01-24,87.5,100.8,194.1,85.5,97.8,19.3,2.48,80.0,36.5,191.5,Moderate
Delhi,2021-01-25,391.9,595.5,52.1,34.9,28.0,12.1,2.34,5.7,191.9,259.1,Poor
Mumbai,2021-01-25,141.6,297.8,59.9,114.7,212.3,28.2,3.32,15.5,191.7,316.8,Very Poor
Chennai,2021-01-25,380.5,395.4,182.9,121.2,194.5,1.7,0.68,14.9,127.0,356.6,Very Poor
Kolkata,2021-01-25,72.3,331.5,179.0,104.5,167.5,32.2,1.72,91.5,116.9,281.5,Poor
Bangalore,2021-01-25,444.4,203.4,94.0,74.3,160.3,30.0,6.45,48.7,35.7,169.0,Moderate
Delhi,2021-01-26,108.9,397.6,122.1,41.8,79.3,49.1,6.53,65.1,160.4,359.4,Very Poor
Mumbai,2021-01-26,210.0,53.6,134.7,148.9,243.0,37.2,7.8,71.3,93.6,369.3,Very Poor
Chennai,2021-01-26,335.3,263.7,4.4,100.7,170.3,10.3,9.82,52.1,114.5,485.3,Severe
Kolkata,2021-01-26,361.7,282.6,2.9,75.9,125.2,48.4,2.53,18.1,153.1,232.6,Poor
Bangalore,2021-01-26,343.2,384.9,190.7,132.5,71.0,41.2,8.79,44.6,177.9,493.2,Severe
Delhi,2021-01-27,182.4,529.3,91.2,121.6,35.1,7.7,4.85,79.0,89.5,348.1,Very Poor
Mumbai,2021-01-27,174.6,109.7,74.7,109.6,186.9,13.5,1.72,34.0,60.8,342.1,Very Poor
Chennai,2021-01-27,403.4,76.0,71.0,131.8,223.1,37.8,7.03,3.3,54.3,162.8,Moderate
Kolkata,2021-01-27,229.3,517.0,49.0,25.9,141.5,22.5,6.96,5.9,27.9,384.1,Very Poor
Bangalore,2021-01-27,9.4,555.7,185.8,133.7,128.1,19.3,6.43,57.5,187.9,249.0,Poor
Delhi,2021-01-28,65.0,168.6,181.1,47.9,87.2,20.6,6.34,39.6,107.5,154.1,Moderate
Mumbai,2021-01-28,440.3,582.8,199.5,33.3,25.8,28.7,8.04,24.6,182.4,235.0,Poor
Chennai,2021-01-28,300.5,45.3,21.0,36.3,238.0,49.4,6.09,77.6,9.2,450.5,Severe
Kolkata,2021-01-28,479.9,80.8,62.0,2.6,167.4,16.0,6.15,88.8,168.9,151.8,Moderate
Bangalore,2021-01-28,220.7,542.5,173.7,99.6,33.8,42.4,2.78,11.0,186.7,377.5,Very Poor
Delhi,2021-01-29,242.4,458.8,163.4,108.5,128.0,14.8,9.82,66.5,179.1,440.9,Severe
Mumbai,2021-01-29,423.1,574.3,109.5,56.5,87.2,42.6,0.05,86.6,77.4,102.9,Moderate
Chennai,2021-01-29,188.6,476.6,133.2,48.3,177.0,17.8,8.66,5.2,17.3,466.4,Severe
Kolkata,2021-01-29,214.5,14.7,114.9,37.4,78.4,20.6,1.88,4.2,9.4,372.8,Very Poor
Bangalore,2021-01-29,13.0,301.2,98.0,65.0,145.6,29.2,8.35,13.6,8.2,251.2,Poor
Delhi,2021-01-30,41.7,501.3,83.5,146.9,22.6,6.5,4.58,39.4,105.4,166.9,Moderate
Mumbai,2021-01-30,63.2,555.8,104.1,55.9,144.5,27.1,0.46,85.7,83.5,108.5,Moderate
Chennai,2021-01-30,164.2,131.4,82.4,101.2,192.4,29.7,7.61,51.5,75.1,334.2,Very Poor
Kolkata,2021-01-30,118.1,431.1,100.5,139.7,69.1,22.0,6.8,19.5,111.4,401.1,Severe
Bangalore,2021-01-30,369.5,390.2,78.8,91.1,232.7,4.7,1.48,83.8,146.8,350.1,Very Poor
Delhi,2021-01-31,133.8,580.0,186.8,59.2,245.1,6.5,7.5,24.6,21.7,310.8,Very Poor
Mumbai,2021-01-31,128.7,546.1,27.3,149.0,124.5,31.1,0.67,13.7,162.9,306.9,Very Poor
Chennai,2021-01-31,84.0,265.7,138.3,11.5,183.8,38.8,2.21,38.2,18.0,215.7,Poor
Kolkata,2021-01-31,360.7,295.8,15.6,135.6,186.2,13.7,9.16,76.4,62.3,245.8,Poor
Bangalore,2021-01-31,274.6,55.3,157.9,46.3,149.2,15.2,0.86,15.1,26.9,424.6,Severe
Delhi,2021-02-01,78.8,105.3,122.3,78.1,76.9,0.5,6.88,67.9,46.2,161.8,Moderate
Mumbai,2021-02-01,399.5,527.6,17.8,76.8,27.7,22.0,2.01,81.0,164.2,194.4,Moderate
